PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18725867","Serotonin (5-hydroxytryptamine) transporter inhibition causes bone loss in adult mice independently of estrogen deficiency","Warden SJ, Nelson IR, Fuchs RK, Bliziotes MM, Turner CH.","Menopause. 2008 Nov-Dec;15(6):1176-83. doi: 10.1097/gme.0b013e318173566b.","Warden SJ","Menopause","2008","2008/08/30","","","10.1097/gme.0b013e318173566b"
"18978318","Mood changes after delivery: role of the serotonin transporter gene","Sanjuan J, Martin-Santos R, Garcia-Esteve L, Carot JM, Guillamat R, Gutierrez-Zotes A, Gornemann I, Canellas F, Baca-Garcia E, Jover M, Navines R, Valles V, Vilella E, de Diego Y, Castro JA, Ivorra JL, Gelabert E, Guitart M, Labad A, Mayoral F, Roca M, Gratacos M, Costas J, van Os J, de Frutos R.","Br J Psychiatry. 2008 Nov;193(5):383-8. doi: 10.1192/bjp.bp.107.045427.","Sanjuan J","Br J Psychiatry","2008","2008/11/04","","","10.1192/bjp.bp.107.045427"
"19018726","Pharmacogenetics of selective serotonin reuptake inhibitors in pediatric depression and anxiety","Kronenberg S, Frisch A, Rotberg B, Carmel M, Apter A, Weizman A.","Pharmacogenomics. 2008 Nov;9(11):1725-36. doi: 10.2217/14622416.9.11.1725.","Kronenberg S","Pharmacogenomics","2008","2008/11/21","","","10.2217/14622416.9.11.1725"
"19441667","[Association between polymorphisms of ins/del in the 5-HTT gene and T102C in the 5HTR2A gene and the drug response for escitalopram and nortriptyline in depressed patients]","Rajewska-Rager A, Dmitrzak-Weglarz M, Kapelski P, Skibińska M, Kaczmarkiewicz-Fass M, Hauser J.","Psychiatr Pol. 2008 Nov-Dec;42(6):903-14.","Rajewska-Rager A","Psychiatr Pol","2008","2009/05/16","","",""
"19040324","Pharmacogenetics and the serotonin transporter in late-life depression","Gerretsen P, Pollock BG.","Expert Opin Drug Metab Toxicol. 2008 Dec;4(12):1465-78. doi: 10.1517/17425250802560279.","Gerretsen P","Expert Opin Drug Metab Toxicol","2008","2008/12/02","","","10.1517/17425250802560279"
"19033200","Organic cation transporter 3: Keeping the brake on extracellular serotonin in serotonin-transporter-deficient mice","Baganz NL, Horton RE, Calderon AS, Owens WA, Munn JL, Watts LT, Koldzic-Zivanovic N, Jeske NA, Koek W, Toney GM, Daws LC.","Proc Natl Acad Sci U S A. 2008 Dec 2;105(48):18976-81. doi: 10.1073/pnas.0800466105. Epub 2008 Nov 24.","Baganz NL","Proc Natl Acad Sci U S A","2008","2008/11/27","PMC2596260","","10.1073/pnas.0800466105"
"19649213","Influence of serotonergic/noradrenergic gene polymorphisms on nausea and sweating induced by milnacipran in the treatment of depression","Higuchi H, Takahashi H, Kamata M, Yoshida K.","Neuropsychiatr Dis Treat. 2009;5:393-8. doi: 10.2147/ndt.s4369.","Higuchi H","Neuropsychiatr Dis Treat","2009","2009/08/04","PMC2714288","","10.2147/ndt.s4369"
"20037522","[The role of genotype-environment interactions in the development of symptoms of anxiety and depression related to the disease burden for family]","Alfimova MV, Golimbet VE, Barkhatova AN, Golubev SA, Korovaĭtseva GI.","Zh Nevrol Psikhiatr Im S S Korsakova. 2009;109(12):50-4.","Alfimova MV","Zh Nevrol Psikhiatr Im S S Korsakova","2009","2009/12/29","","",""
"19115419","Hemorrhagic stroke associated with antidepressant use in patients with depression: does degree of serotonin reuptake inhibition matter?","Chen Y, Guo JJ, Patel NC.","Pharmacoepidemiol Drug Saf. 2009 Mar;18(3):196-202. doi: 10.1002/pds.1699.","Chen Y","Pharmacoepidemiol Drug Saf","2009","2008/12/31","","","10.1002/pds.1699"
"19568851","Molecular epidemiology of major depressive disorder","Kiyohara C, Yoshimasu K.","Environ Health Prev Med. 2009 Mar;14(2):71-87. doi: 10.1007/s12199-008-0073-6. Epub 2009 Jan 20.","Kiyohara C","Environ Health Prev Med","2009","2009/07/02","PMC2684780","","10.1007/s12199-008-0073-6"
"18848359","The combined effects of the 5-HTTLPR and 5-HTR1A genes modulates the relationship between negative life events and major depressive disorder in a Chinese population","Zhang K, Xu Q, Xu Y, Yang H, Luo J, Sun Y, Sun N, Wang S, Shen Y.","J Affect Disord. 2009 Apr;114(1-3):224-31. doi: 10.1016/j.jad.2008.07.012. Epub 2008 Oct 9.","Zhang K","J Affect Disord","2009","2008/10/14","","","10.1016/j.jad.2008.07.012"
"18775088","Memory impairment in young women at increased risk of depression: influence of cortisol and 5-HTT genotype","Mannie ZN, Barnes J, Bristow GC, Harmer CJ, Cowen PJ.","Psychol Med. 2009 May;39(5):757-62. doi: 10.1017/S0033291708004248. Epub 2008 Sep 8.","Mannie ZN","Psychol Med","2009","2008/09/09","","","10.1017/S0033291708004248"
"19429111","No association between polymorphism of serotonin transporter gene and depression in Parkinson's disease in Chinese","Zhang JL, Yang JF, Chan P.","Neurosci Lett. 2009 May 22;455(3):155-8. doi: 10.1016/j.neulet.2009.03.037. Epub 2009 Mar 16.","Zhang JL","Neurosci Lett","2009","2009/05/12","","","10.1016/j.neulet.2009.03.037"
"18629430","Blushing propensity in social anxiety disorder: influence of serotonin transporter gene variation","Domschke K, Stevens S, Beck B, Baffa A, Hohoff C, Deckert J, Gerlach AL.","J Neural Transm (Vienna). 2009 Jun;116(6):663-6. doi: 10.1007/s00702-008-0090-z. Epub 2008 Jul 16.","Domschke K","J Neural Transm (Vienna)","2009","2008/07/17","","","10.1007/s00702-008-0090-z"
"19128885","Serotonin transporter polymorphism predicts waking cortisol in young girls","Chen MC, Joormann J, Hallmayer J, Gotlib IH.","Psychoneuroendocrinology. 2009 Jun;34(5):681-6. doi: 10.1016/j.psyneuen.2008.11.006. Epub 2009 Jan 6.","Chen MC","Psychoneuroendocrinology","2009","2009/01/09","PMC2703586","NIHMS115034","10.1016/j.psyneuen.2008.11.006"
"19272758","Serotonin transporter promoter region polymorphisms do not influence treatment response to escitalopram in patients with major depression","Maron E, Tammiste A, Kallassalu K, Eller T, Vasar V, Nutt DJ, Metspalu A.","Eur Neuropsychopharmacol. 2009 Jun;19(6):451-6. doi: 10.1016/j.euroneuro.2009.01.010. Epub 2009 Mar 9.","Maron E","Eur Neuropsychopharmacol","2009","2009/03/11","","","10.1016/j.euroneuro.2009.01.010"
"19434367","Pharmacogenetics of anxiolytic drugs","Tiwari AK, Souza RP, Müller DJ.","J Neural Transm (Vienna). 2009 Jun;116(6):667-77. doi: 10.1007/s00702-009-0229-6. Epub 2009 May 12.","Tiwari AK","J Neural Transm (Vienna)","2009","2009/05/13","","","10.1007/s00702-009-0229-6"
"19586232","Serotonin transporter genotype and depressive symptoms moderate effects of nicotine on spatial working memory","Carlson JM, Gilbert DG, Riise H, Rabinovich NE, Sugai C, Froeliger B.","Exp Clin Psychopharmacol. 2009 Jun;17(3):173-80. doi: 10.1037/a0016384.","Carlson JM","Exp Clin Psychopharmacol","2009","2009/07/10","","","10.1037/a0016384"
"19288578","Reported childhood abuse is associated with low serotonin transporter binding in vivo in major depressive disorder","Miller JM, Kinnally EL, Ogden RT, Oquendo MA, Mann JJ, Parsey RV.","Synapse. 2009 Jul;63(7):565-73. doi: 10.1002/syn.20637.","Miller JM","Synapse","2009","2009/03/17","PMC2858631","NIHMS133774","10.1002/syn.20637"
"19438423","Genetic and non-genetic influences on the development of co-occurring alcohol problem use and internalizing symptomatology in adolescence: a review","Saraceno L, Munafó M, Heron J, Craddock N, van den Bree MB.","Addiction. 2009 Jul;104(7):1100-21. doi: 10.1111/j.1360-0443.2009.02571.x. Epub 2009 May 11.","Saraceno L","Addiction","2009","2009/05/15","","","10.1111/j.1360-0443.2009.02571.x"
"19249159","Sex-specific association between the 5-HTT gene-linked polymorphic region and basal cortisol secretion","Wüst S, Kumsta R, Treutlein J, Frank J, Entringer S, Schulze TG, Rietschel M.","Psychoneuroendocrinology. 2009 Aug;34(7):972-82. doi: 10.1016/j.psyneuen.2009.01.011. Epub 2009 Feb 26.","Wüst S","Psychoneuroendocrinology","2009","2009/03/03","","","10.1016/j.psyneuen.2009.01.011"
"19387615","5-HTT genotype effect on prefrontal-amygdala coupling differs between major depression and controls","Friedel E, Schlagenhauf F, Sterzer P, Park SQ, Bermpohl F, Ströhle A, Stoy M, Puls I, Hägele C, Wrase J, Büchel C, Heinz A.","Psychopharmacology (Berl). 2009 Aug;205(2):261-71. doi: 10.1007/s00213-009-1536-1. Epub 2009 Apr 23.","Friedel E","Psychopharmacology (Berl)","2009","2009/04/24","","","10.1007/s00213-009-1536-1"
"19468717","Monoamine transporter gene polymorphisms affect susceptibility to depression and predict antidepressant response","Min W, Li T, Ma X, Li Z, Yu T, Gao D, Zhang B, Yun Y, Sun X.","Psychopharmacology (Berl). 2009 Aug;205(3):409-17. doi: 10.1007/s00213-009-1550-3. Epub 2009 May 26.","Min W","Psychopharmacology (Berl)","2009","2009/05/27","","","10.1007/s00213-009-1550-3"
"20017301","[Association of serotonin and norepinephrine transporter gene polymorphisms with the susceptibility to depression]","Min WJ, Ma XH, Li T, Zhang B, Sun XL.","Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2009 Aug;26(4):388-92.","Min WJ","Zhonghua Yi Xue Yi Chuan Xue Za Zhi","2009","2009/12/19","","",""
"19215635","Early adversity and 5-HTT/BDNF genes: new evidence of gene-environment interactions on depressive symptoms in a general population","Aguilera M, Arias B, Wichers M, Barrantes-Vidal N, Moya J, Villa H, van Os J, Ibáñez MI, Ruipérez MA, Ortet G, Fañanás L.","Psychol Med. 2009 Sep;39(9):1425-32. doi: 10.1017/S0033291709005248. Epub 2009 Feb 12.","Aguilera M","Psychol Med","2009","2009/02/14","","","10.1017/S0033291709005248"
"19446647","'Negativity bias' in risk for depression and anxiety: brain-body fear circuitry correlates, 5-HTT-LPR and early life stress","Williams LM, Gatt JM, Schofield PR, Olivieri G, Peduto A, Gordon E.","Neuroimage. 2009 Sep;47(3):804-14. doi: 10.1016/j.neuroimage.2009.05.009. Epub 2009 May 14.","Williams LM","Neuroimage","2009","2009/05/19","","","10.1016/j.neuroimage.2009.05.009"
"19721104","Depression under stress: ethical issues in genetic testing","Newson AJ.","Br J Psychiatry. 2009 Sep;195(3):189-90. doi: 10.1192/bjp.bp.109.064337.","Newson AJ","Br J Psychiatry","2009","2009/09/02","","","10.1192/bjp.bp.109.064337"
"19625011","The development of peripartum depressive symptoms is associated with gene polymorphisms of MAOA, 5-HTT and COMT","Doornbos B, Dijck-Brouwer DA, Kema IP, Tanke MA, van Goor SA, Muskiet FA, Korf J.","Prog Neuropsychopharmacol Biol Psychiatry. 2009 Oct 1;33(7):1250-4. doi: 10.1016/j.pnpbp.2009.07.013. Epub 2009 Jul 19.","Doornbos B","Prog Neuropsychopharmacol Biol Psychiatry","2009","2009/07/24","","","10.1016/j.pnpbp.2009.07.013"
"19683026","The symptomatic profile of panic disorder is shaped by the 5-HTTLPR polymorphism","Lonsdorf TB, Rück C, Bergström J, Andersson G, Ohman A, Schalling M, Lindefors N.","Prog Neuropsychopharmacol Biol Psychiatry. 2009 Nov 13;33(8):1479-83. doi: 10.1016/j.pnpbp.2009.08.004. Epub 2009 Aug 12.","Lonsdorf TB","Prog Neuropsychopharmacol Biol Psychiatry","2009","2009/08/18","","","10.1016/j.pnpbp.2009.08.004"
"18458677","Functional polymorphisms in the interleukin-6 and serotonin transporter genes, and depression and fatigue induced by interferon-alpha and ribavirin treatment","Bull SJ, Huezo-Diaz P, Binder EB, Cubells JF, Ranjith G, Maddock C, Miyazaki C, Alexander N, Hotopf M, Cleare AJ, Norris S, Cassidy E, Aitchison KJ, Miller AH, Pariante CM.","Mol Psychiatry. 2009 Dec;14(12):1095-104. doi: 10.1038/mp.2008.48. Epub 2008 May 6.","Bull SJ","Mol Psychiatry","2009","2008/05/07","PMC3513412","EMS32334","10.1038/mp.2008.48"
"19339052","Interaction between genetic polymorphisms and stressful life events in first episode depression","Bukh JD, Bock C, Vinberg M, Werge T, Gether U, Vedel Kessing L.","J Affect Disord. 2009 Dec;119(1-3):107-15. doi: 10.1016/j.jad.2009.02.023. Epub 2009 Mar 31.","Bukh JD","J Affect Disord","2009","2009/04/03","","","10.1016/j.jad.2009.02.023"
"19199283","Variants of the serotonin transporter gene and NEO-PI-R Neuroticism: No association in the BLSA and SardiNIA samples","Terracciano A, Balaci L, Thayer J, Scally M, Kokinos S, Ferrucci L, Tanaka T, Zonderman AB, Sanna S, Olla N, Zuncheddu MA, Naitza S, Busonero F, Uda M, Schlessinger D, Abecasis GR, Costa PT Jr.","Am J Med Genet B Neuropsychiatr Genet. 2009 Dec 5;150B(8):1070-7. doi: 10.1002/ajmg.b.30932.","Terracciano A","Am J Med Genet B Neuropsychiatr Genet","2009","2009/02/10","PMC2788669","NIHMS94486","10.1002/ajmg.b.30932"
"19725030","Promoter variants of the cannabinoid receptor 1 gene (CNR1) in interaction with 5-HTTLPR affect the anxious phenotype","Lazary J, Lazary A, Gonda X, Benko A, Molnar E, Hunyady L, Juhasz G, Bagdy G.","Am J Med Genet B Neuropsychiatr Genet. 2009 Dec 5;150B(8):1118-27. doi: 10.1002/ajmg.b.31024.","Lazary J","Am J Med Genet B Neuropsychiatr Genet","2009","2009/09/03","","","10.1002/ajmg.b.31024"
"19660554","Reduced serotonin transporter binding in the insular cortex in patients with obsessive-compulsive disorder: a [11C]DASB PET study","Matsumoto R, Ichise M, Ito H, Ando T, Takahashi H, Ikoma Y, Kosaka J, Arakawa R, Fujimura Y, Ota M, Takano A, Fukui K, Nakayama K, Suhara T.","Neuroimage. 2010 Jan 1;49(1):121-6. doi: 10.1016/j.neuroimage.2009.07.069. Epub 2009 Aug 4.","Matsumoto R","Neuroimage","2010","2009/08/08","","","10.1016/j.neuroimage.2009.07.069"
"19699062","The serotonin transporter gene polymorphism (5-HTTLPR) and affective symptoms among women diagnosed with borderline personality disorder","Maurex L, Zaboli G, Ohman A, Asberg M, Leopardi R.","Eur Psychiatry. 2010 Jan;25(1):19-25. doi: 10.1016/j.eurpsy.2009.05.001. Epub 2009 Aug 20.","Maurex L","Eur Psychiatry","2010","2009/08/25","","","10.1016/j.eurpsy.2009.05.001"
"20150867","The serotonin transporter gene (5-HTT) variant and psychiatric disorders: review of current literature","Kuzelova H, Ptacek R, Macek M.","Neuro Endocrinol Lett. 2010;31(1):4-10.","Kuzelova H","Neuro Endocrinol Lett","2010","2010/02/13","","",""
"20459391","Pharmacogenetic insights into depression and antidepressant response: does sex matter?","Pitychoutis PM, Zisaki A, Dalla C, Papadopoulou-Daifoti Z.","Curr Pharm Des. 2010;16(20):2214-23. doi: 10.2174/138161210791792831.","Pitychoutis PM","Curr Pharm Des","2010","2010/05/13","","","10.2174/138161210791792831"
"20588071","Norepinephrine and serotonin transporter genes: impact on treatment response in depression","Baffa A, Hohoff C, Baune BT, Müller-Tidow C, Tidow N, Freitag C, Zwanzger P, Deckert J, Arolt V, Domschke K.","Neuropsychobiology. 2010;62(2):121-31. doi: 10.1159/000317285. Epub 2010 Jun 30.","Baffa A","Neuropsychobiology","2010","2010/07/01","","","10.1159/000317285"
"19853044","Imaging serotonergic transmission with [11C]DASB-PET in depressed and non-depressed patients infected with HIV","Hammoud DA, Endres CJ, Hammond E, Uzuner O, Brown A, Nath A, Kaplin AI, Pomper MG.","Neuroimage. 2010 Feb 1;49(3):2588-95. doi: 10.1016/j.neuroimage.2009.10.037. Epub 2009 Oct 21.","Hammoud DA","Neuroimage","2010","2009/10/27","PMC2818313","NIHMS154063","10.1016/j.neuroimage.2009.10.037"
"19854262","Alteration of serotonin transporter messenger RNA level in the peripheral blood mononuclear cells from simian/human immunodeficiency virus infected Chinese rhesus macaques (Macaca mulatta)","Yu K, Qiu CL, Yang GB, Zong CM, Xing H, Shao Y, Wei Q, Qin C.","Brain Behav Immun. 2010 Feb;24(2):298-305. doi: 10.1016/j.bbi.2009.10.008. Epub 2009 Oct 23.","Yu K","Brain Behav Immun","2010","2009/10/27","","","10.1016/j.bbi.2009.10.008"
"19963284","New perspectives on the neurodevelopmental effects of SSRIs","Homberg JR, Schubert D, Gaspar P.","Trends Pharmacol Sci. 2010 Feb;31(2):60-5. doi: 10.1016/j.tips.2009.11.003. Epub 2009 Dec 4.","Homberg JR","Trends Pharmacol Sci","2010","2009/12/08","","","10.1016/j.tips.2009.11.003"
"20010449","Fluoxetine response in impulsive-aggressive behavior and serotonin transporter polymorphism in personality disorder","Silva H, Iturra P, Solari A, Villarroel J, Jerez S, Jiménez M, Galleguillos F, Bustamante ML.","Psychiatr Genet. 2010 Feb;20(1):25-30. doi: 10.1097/YPG.0b013e328335125d.","Silva H","Psychiatr Genet","2010","2009/12/17","","","10.1097/YPG.0b013e328335125d"
"20060867","Changes in 5-HT4 receptor and 5-HT transporter binding in olfactory bulbectomized and glucocorticoid receptor heterozygous mice","Licht CL, Kirkegaard L, Zueger M, Chourbaji S, Gass P, Aznar S, Knudsen GM.","Neurochem Int. 2010 Mar;56(4):603-10. doi: 10.1016/j.neuint.2010.01.003. Epub 2010 Jan 11.","Licht CL","Neurochem Int","2010","2010/01/12","","","10.1016/j.neuint.2010.01.003"
"20016401","Association between major depressive disorder and a functional polymorphism of the 5-hydroxytryptamine (serotonin) transporter gene: a meta-analysis","Kiyohara C, Yoshimasu K.","Psychiatr Genet. 2010 Apr;20(2):49-58. doi: 10.1097/YPG.0b013e328335112b.","Kiyohara C","Psychiatr Genet","2010","2009/12/18","","","10.1097/YPG.0b013e328335112b"
"20060080","Psychotropic drugs have contrasting skeletal effects that are independent of their effects on physical activity levels","Warden SJ, Hassett SM, Bond JL, Rydberg J, Grogg JD, Hilles EL, Bogenschutz ED, Smith HD, Fuchs RK, Bliziotes MM, Turner CH.","Bone. 2010 Apr;46(4):985-92. doi: 10.1016/j.bone.2009.12.031. Epub 2010 Jan 6.","Warden SJ","Bone","2010","2010/01/12","PMC2842446","NIHMS169234","10.1016/j.bone.2009.12.031"
"20307163","Synapse regression in depression: the role of 5-HT receptors in modulating NMDA receptor function and synaptic plasticity","Bennett MR.","Aust N Z J Psychiatry. 2010 Apr;44(4):301-8. doi: 10.3109/00048670903555146.","Bennett MR","Aust N Z J Psychiatry","2010","2010/03/24","","","10.3109/00048670903555146"
"20491280","[Prediction of antidepressant response to milnacipran and fluvoxamine using pharmacogenetical methods]","Higuchi H.","Nihon Shinkei Seishin Yakurigaku Zasshi. 2010 Apr;30(2):71-6.","Higuchi H","Nihon Shinkei Seishin Yakurigaku Zasshi","2010","2010/05/25","","",""
"20231323","Genetic sensitivity to the environment: the case of the serotonin transporter gene and its implications for studying complex diseases and traits","Caspi A, Hariri AR, Holmes A, Uher R, Moffitt TE.","Am J Psychiatry. 2010 May;167(5):509-27. doi: 10.1176/appi.ajp.2010.09101452. Epub 2010 Mar 15.","Caspi A","Am J Psychiatry","2010","2010/03/17","PMC2943341","NIHMS233508","10.1176/appi.ajp.2010.09101452"
"19894072","A gene-environment investigation on personality traits in two independent clinical sets of adult patients with personality disorder and attention deficit/hyperactive disorder","Jacob CP, Nguyen TT, Dempfle A, Heine M, Windemuth-Kieselbach C, Baumann K, Jacob F, Prechtl J, Wittlich M, Herrmann MJ, Gross-Lesch S, Lesch KP, Reif A.","Eur Arch Psychiatry Clin Neurosci. 2010 Jun;260(4):317-26. doi: 10.1007/s00406-009-0079-0. Epub 2009 Nov 6.","Jacob CP","Eur Arch Psychiatry Clin Neurosci","2010","2009/11/07","","","10.1007/s00406-009-0079-0"
"20047709","Genetic variation in HTR2A influences serotonin transporter binding potential as measured using PET and [11C]DASB","Laje G, Cannon DM, Allen AS, Klaver JM, Peck SA, Liu X, Manji HK, Drevets WC, McMahon FJ.","Int J Neuropsychopharmacol. 2010 Jul;13(6):715-24. doi: 10.1017/S1461145709991027. Epub 2010 Jan 5.","Laje G","Int J Neuropsychopharmacol","2010","2010/01/06","PMC3810474","NIHMS503103","10.1017/S1461145709991027"
"20371729","Increased vulnerability to psychosocial stress in heterozygous serotonin transporter knockout mice","Bartolomucci A, Carola V, Pascucci T, Puglisi-Allegra S, Cabib S, Lesch KP, Parmigiani S, Palanza P, Gross C.","Dis Model Mech. 2010 Jul-Aug;3(7-8):459-70. doi: 10.1242/dmm.004614. Epub 2010 Apr 6.","Bartolomucci A","Dis Model Mech","2010","2010/04/08","","","10.1242/dmm.004614"
"20501324","Chronic buspirone treatment decreases 5-HT1B receptor densities and the serotonin transporter but increases the density of 5-HT2A receptors in the bulbectomized rat model of depression: an autoradiographic study","Sato H, Skelin I, Diksic M.","Brain Res. 2010 Jul 23;1345:28-44. doi: 10.1016/j.brainres.2010.05.054. Epub 2010 May 23.","Sato H","Brain Res","2010","2010/05/27","","","10.1016/j.brainres.2010.05.054"
"20406689","Serotonin transporter polymorphisms (SLC6A4 insertion/deletion and rs25531) do not affect the availability of 5-HTT to [11C] DASB binding in the living human brain","Murthy NV, Selvaraj S, Cowen PJ, Bhagwagar Z, Riedel WJ, Peers P, Kennedy JL, Sahakian BJ, Laruelle MA, Rabiner EA, Grasby PM.","Neuroimage. 2010 Aug 1;52(1):50-4. doi: 10.1016/j.neuroimage.2010.04.032. Epub 2010 Apr 18.","Murthy NV","Neuroimage","2010","2010/04/22","","","10.1016/j.neuroimage.2010.04.032"
"20729761","Gene-environment interaction of child temperament","Ivorra JL, Sanjuan J, Jover M, Carot JM, Frutos Rd, Molto MD.","J Dev Behav Pediatr. 2010 Sep;31(7):545-54. doi: 10.1097/DBP.0b013e3181ee4072.","Ivorra JL","J Dev Behav Pediatr","2010","2010/08/24","","","10.1097/DBP.0b013e3181ee4072"
"21098407","Depressive symptoms in PD correlate with higher 5-HTT binding in raphe and limbic structures","Politis M, Wu K, Loane C, Turkheimer FE, Molloy S, Brooks DJ, Piccini P.","Neurology. 2010 Nov 23;75(21):1920-7. doi: 10.1212/WNL.0b013e3181feb2ab.","Politis M","Neurology","2010","2010/11/25","","","10.1212/WNL.0b013e3181feb2ab"
"20809204","Depression, selective serotonin reuptake inhibitors, and osteoporosis","Bab I, Yirmiya R.","Curr Osteoporos Rep. 2010 Dec;8(4):185-91. doi: 10.1007/s11914-010-0026-z.","Bab I","Curr Osteoporos Rep","2010","2010/09/03","","","10.1007/s11914-010-0026-z"
"21165304","Serotonin transporter gene polymorphisms and chronic illness of depression","Myung W, Lim SW, Kim J, Lee Y, Song J, Chang KW, Kim DK.","J Korean Med Sci. 2010 Dec;25(12):1824-7. doi: 10.3346/jkms.2010.25.12.1824. Epub 2010 Nov 24.","Myung W","J Korean Med Sci","2010","2010/12/18","PMC2995243","","10.3346/jkms.2010.25.12.1824"
"21225411","When the serotonin transporter gene meets adversity: the contribution of animal models to understanding epigenetic mechanisms in affective disorders and resilience","Lesch KP.","Curr Top Behav Neurosci. 2011;7:251-80. doi: 10.1007/7854_2010_109.","Lesch KP","Curr Top Behav Neurosci","2011","2011/01/13","","","10.1007/7854_2010_109"
"21857948","Differential effects of prenatal stress in 5-Htt deficient mice: towards molecular mechanisms of gene × environment interactions","van den Hove DL, Jakob SB, Schraut KG, Kenis G, Schmitt AG, Kneitz S, Scholz CJ, Wiescholleck V, Ortega G, Prickaerts J, Steinbusch H, Lesch KP.","PLoS One. 2011;6(8):e22715. doi: 10.1371/journal.pone.0022715. Epub 2011 Aug 12.","van den Hove DL","PLoS One","2011","2011/08/23","PMC3155516","","10.1371/journal.pone.0022715"
"19756523","Diminished brain 5-HT transporter binding in major depression: a positron emission tomography study with [11C]DASB","Selvaraj S, Murthy NV, Bhagwagar Z, Bose SK, Hinz R, Grasby PM, Cowen PJ.","Psychopharmacology (Berl). 2011 Feb;213(2-3):555-62. doi: 10.1007/s00213-009-1660-y. Epub 2009 Sep 16.","Selvaraj S","Psychopharmacology (Berl)","2011","2009/09/17","","","10.1007/s00213-009-1660-y"
"20585760","Central serotonin transporter levels are associated with stress hormone response and anxiety","Reimold M, Knobel A, Rapp MA, Batra A, Wiedemann K, Ströhle A, Zimmer A, Schönknecht P, Smolka MN, Weinberger DR, Goldman D, Machulla HJ, Bares R, Heinz A.","Psychopharmacology (Berl). 2011 Feb;213(2-3):563-72. doi: 10.1007/s00213-010-1903-y. Epub 2010 Jun 29.","Reimold M","Psychopharmacology (Berl)","2011","2010/06/30","PMC3010330","NIHMS236270","10.1007/s00213-010-1903-y"
"20625884","Differential involvement of hippocampal serotonin1A receptors and re-uptake sites in non-cognitive behaviors of Alzheimer's disease","Lai MK, Tsang SW, Esiri MM, Francis PT, Wong PT, Chen CP.","Psychopharmacology (Berl). 2011 Feb;213(2-3):431-9. doi: 10.1007/s00213-010-1936-2. Epub 2010 Jul 13.","Lai MK","Psychopharmacology (Berl)","2011","2010/07/14","","","10.1007/s00213-010-1936-2"
"20974189","Effect of the interaction between the serotonin transporter gene and maternal environment on developing mouse brain","Carola V, Pascucci T, Puglisi-Allegra S, Cabib S, Gross C.","Behav Brain Res. 2011 Feb 2;217(1):188-94. doi: 10.1016/j.bbr.2010.10.020. Epub 2010 Oct 23.","Carola V","Behav Brain Res","2011","2010/10/27","","","10.1016/j.bbr.2010.10.020"
"20599283","Implication of serotonin-transporter (5-HTT) gene polymorphism in subjective memory complaints and mild cognitive impairment (MCI)","Marini S, Bagnoli S, Bessi V, Tedde A, Bracco L, Sorbi S, Nacmias B.","Arch Gerontol Geriatr. 2011 Mar-Apr;52(2):e71-4. doi: 10.1016/j.archger.2010.06.006.","Marini S","Arch Gerontol Geriatr","2011","2010/07/06","","","10.1016/j.archger.2010.06.006"
"20955517","Serotonin transporter deficient mice are vulnerable to escape deficits following inescapable shocks","Muller JM, Morelli E, Ansorge M, Gingrich JA.","Genes Brain Behav. 2011 Mar;10(2):166-75. doi: 10.1111/j.1601-183X.2010.00652.x. Epub 2010 Oct 19.","Muller JM","Genes Brain Behav","2011","2010/10/20","PMC3963524","NIHMS237268","10.1111/j.1601-183X.2010.00652.x"
"21047622","Looking on the bright side of serotonin transporter gene variation","Homberg JR, Lesch KP.","Biol Psychiatry. 2011 Mar 15;69(6):513-9. doi: 10.1016/j.biopsych.2010.09.024. Epub 2010 Nov 2.","Homberg JR","Biol Psychiatry","2011","2010/11/05","","","10.1016/j.biopsych.2010.09.024"
"21423614","Perception of thermal pain and the thermal grill illusion is associated with polymorphisms in the serotonin transporter gene","Lindstedt F, Lonsdorf TB, Schalling M, Kosek E, Ingvar M.","PLoS One. 2011 Mar 15;6(3):e17752. doi: 10.1371/journal.pone.0017752.","Lindstedt F","PLoS One","2011","2011/03/23","PMC3057988","","10.1371/journal.pone.0017752"
"21450092","Depression, osteoporosis, serotonin and cell membrane viscosity between biology and philosophical anthropology","Cocchi M, Tonello L, Gabrielli F, Pregnolato M.","Ann Gen Psychiatry. 2011 Mar 30;10:9. doi: 10.1186/1744-859X-10-9.","Cocchi M","Ann Gen Psychiatry","2011","2011/04/01","PMC3073960","","10.1186/1744-859X-10-9"
"21542658","Effects of selective serotonin reuptake inhibitors on platelet function: mechanisms, clinical outcomes and implications for use in elderly patients","de Abajo FJ.","Drugs Aging. 2011 May 1;28(5):345-67. doi: 10.2165/11589340-000000000-00000.","de Abajo FJ","Drugs Aging","2011","2011/05/06","","","10.2165/11589340-000000000-00000"
"21576482","Role of mother's genes and environment in postpartum depression","Mitchell C, Notterman D, Brooks-Gunn J, Hobcraft J, Garfinkel I, Jaeger K, Kotenko I, McLanahan S.","Proc Natl Acad Sci U S A. 2011 May 17;108(20):8189-93. doi: 10.1073/pnas.1014129108. Epub 2011 May 16.","Mitchell C","Proc Natl Acad Sci U S A","2011","2011/05/18","PMC3100926","","10.1073/pnas.1014129108"
