PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22459674","Poststroke depression and emotional incontinence: factors related to acute and subacute stages","Choi-Kwon S, Han K, Choi S, Suh M, Kim YJ, Song H, Cho KH, Nah HW, Kwon SU, Kang DW, Kim JS.","Neurology. 2012 Apr 10;78(15):1130-7. doi: 10.1212/WNL.0b013e31824f8090. Epub 2012 Mar 28.","Choi-Kwon S","Neurology","2012","2012/03/31","PMC3320054","","10.1212/WNL.0b013e31824f8090"
"22086748","The serotonin transporter promoter polymorphism (5-HTTLPR) affects the relation between antidepressant serum concentrations and effectiveness in major depression","Dreimüller N, Tadić A, Dragicevic A, Boland K, Bondy B, Lieb K, Laux G, Maier W, Müller MJ, Rao ML, Rietschel M, Röschke J, Zill P, Hiemke C.","Pharmacopsychiatry. 2012 May;45(3):108-13. doi: 10.1055/s-0031-1291347. Epub 2011 Nov 15.","Dreimüller N","Pharmacopsychiatry","2012","2011/11/17","","","10.1055/s-0031-1291347"
"22387174","Catechol-O-methyltransferase gene variation: impact on amygdala response to aversive stimuli","Domschke K, Baune BT, Havlik L, Stuhrmann A, Suslow T, Kugel H, Zwanzger P, Grotegerd D, Sehlmeyer C, Arolt V, Dannlowski U.","Neuroimage. 2012 May 1;60(4):2222-9. doi: 10.1016/j.neuroimage.2012.02.039. Epub 2012 Feb 23.","Domschke K","Neuroimage","2012","2012/03/06","","","10.1016/j.neuroimage.2012.02.039"
"29758785","Will gene-environment interactions explain differential antidepressant response?","Keers R.","Per Med. 2012 May;9(3):319-322. doi: 10.2217/pme.12.28.","Keers R","Per Med","2012","2018/05/16","","","10.2217/pme.12.28"
"22590463","Influence of threat and serotonin transporter genotype on interference effects","Jasinska AJ, Ho SS, Taylor SF, Burmeister M, Villafuerte S, Polk TA.","Front Psychol. 2012 May 10;3:139. doi: 10.3389/fpsyg.2012.00139. eCollection 2012.","Jasinska AJ","Front Psychol","2012","2012/05/17","PMC3349301","","10.3389/fpsyg.2012.00139"
"22520017","Suicide ideators and attempters with schizophrenia--the role of 5-HTTLPR, rs25531, and 5-HTT VNTR Intron 2 variants","Božina N, Jovanović N, Podlesek A, Rojnić Kuzman M, Kudumija Slijepčević M, Roguljić A, Dimitrović A, Božina T, Lovrić J, Ljubić H, Medved V.","J Psychiatr Res. 2012 Jun;46(6):767-73. doi: 10.1016/j.jpsychires.2012.03.008. Epub 2012 Apr 19.","Božina N","J Psychiatr Res","2012","2012/04/24","","","10.1016/j.jpsychires.2012.03.008"
"22654198","Short sleep as an environmental exposure: a preliminary study associating 5-HTTLPR genotype to self-reported sleep duration and depressed mood in first-year university students","Carskadon MA, Sharkey KM, Knopik VS, McGeary JE.","Sleep. 2012 Jun 1;35(6):791-6. doi: 10.5665/sleep.1876.","Carskadon MA","Sleep","2012","2012/06/02","PMC3353054","","10.5665/sleep.1876"
"22044241","Stressful life events, perceived stress, and 12-month course of geriatric depression: direct effects and moderation by the 5-HTTLPR and COMT Val158Met polymorphisms","Zannas AS, McQuoid DR, Steffens DC, Chrousos GP, Taylor WD.","Stress. 2012 Jul;15(4):425-34. doi: 10.3109/10253890.2011.634263. Epub 2012 Jan 4.","Zannas AS","Stress","2012","2011/11/03","PMC3319482","NIHMS345744","10.3109/10253890.2011.634263"
"22418015","Interaction of the serotonin transporter-linked polymorphic region and environmental adversity: increased amygdala-hypothalamus connectivity as a potential mechanism linking neural and endocrine hyperreactivity","Alexander N, Klucken T, Koppe G, Osinsky R, Walter B, Vaitl D, Sammer G, Stark R, Hennig J.","Biol Psychiatry. 2012 Jul 1;72(1):49-56. doi: 10.1016/j.biopsych.2012.01.030. Epub 2012 Mar 13.","Alexander N","Biol Psychiatry","2012","2012/03/16","","","10.1016/j.biopsych.2012.01.030"
"22434222","Sex modulates the interactive effect of the serotonin transporter gene polymorphism and childhood adversity on hippocampal volume","Everaerd D, Gerritsen L, Rijpkema M, Frodl T, van Oostrom I, Franke B, Fernández G, Tendolkar I.","Neuropsychopharmacology. 2012 Jul;37(8):1848-55. doi: 10.1038/npp.2012.32. Epub 2012 Mar 21.","Everaerd D","Neuropsychopharmacology","2012","2012/03/22","PMC3376317","","10.1038/npp.2012.32"
"21915913","Associations of serotonergic genes with poststroke emotional incontinence","Kim JM, Stewart R, Kang HJ, Bae KY, Kim SW, Shin IS, Kim JT, Park MS, Cho KH, Yoon JS.","Int J Geriatr Psychiatry. 2012 Aug;27(8):799-806. doi: 10.1002/gps.2787. Epub 2011 Sep 13.","Kim JM","Int J Geriatr Psychiatry","2012","2011/09/15","","","10.1002/gps.2787"
"22320999","Clinical and genetic outcome determinants of Internet- and group-based cognitive behavior therapy for social anxiety disorder","Hedman E, Andersson E, Ljótsson B, Andersson G, Andersson E, Schalling M, Lindefors N, Rück C.","Acta Psychiatr Scand. 2012 Aug;126(2):126-36. doi: 10.1111/j.1600-0447.2012.01834.x. Epub 2012 Feb 9.","Hedman E","Acta Psychiatr Scand","2012","2012/02/11","","","10.1111/j.1600-0447.2012.01834.x"
"22584237","5-HTTLPR status predictive of neocortical 5-HT4 binding assessed with [(11)C]SB207145 PET in humans","Fisher PM, Holst KK, Mc Mahon B, Haahr ME, Madsen K, Gillings N, Baaré WF, Jensen PS, Knudsen GM.","Neuroimage. 2012 Aug 1;62(1):130-6. doi: 10.1016/j.neuroimage.2012.05.013. Epub 2012 May 11.","Fisher PM","Neuroimage","2012","2012/05/16","","","10.1016/j.neuroimage.2012.05.013"
"22868884","[The neuroscience of suicide]","Arita H.","Brain Nerve. 2012 Aug;64(8):929-35.","Arita H","Brain Nerve","2012","2012/08/08","","",""
"21854681","Epistasis between 5-HTTLPR and ADRA2B polymorphisms influences attentional bias for emotional information in healthy volunteers","Naudts KH, Azevedo RT, David AS, van Heeringen K, Gibbs AA.","Int J Neuropsychopharmacol. 2012 Sep;15(8):1027-36. doi: 10.1017/S1461145711001295. Epub 2011 Aug 19.","Naudts KH","Int J Neuropsychopharmacol","2012","2011/08/23","","","10.1017/S1461145711001295"
"22134442","Body image, sexual function and depression in Korean patients with breast cancer: modification by 5-HTT polymorphism","Kim KR, Chung HC, Lee E, Kim SJ, Namkoong K.","Support Care Cancer. 2012 Sep;20(9):2177-82. doi: 10.1007/s00520-011-1329-z. Epub 2011 Dec 2.","Kim KR","Support Care Cancer","2012","2011/12/03","","","10.1007/s00520-011-1329-z"
"22390669","Interaction between serotonin transporter polymorphism (5-HTTLPR) and stressful life events in adolescents' trajectories of anxious/depressed symptoms","Petersen IT, Bates JE, Goodnight JA, Dodge KA, Lansford JE, Pettit GS, Latendresse SJ, Dick DM.","Dev Psychol. 2012 Sep;48(5):1463-75. doi: 10.1037/a0027471. Epub 2012 Mar 5.","Petersen IT","Dev Psychol","2012","2012/03/07","PMC3404160","NIHMS369127","10.1037/a0027471"
"22693124","Serotonin transporter 5-HTTLPR genotype moderates the effects of childhood adversity on posttraumatic stress disorder risk: a replication study","Xie P, Kranzler HR, Farrer L, Gelernter J.","Am J Med Genet B Neuropsychiatr Genet. 2012 Sep;159B(6):644-52. doi: 10.1002/ajmg.b.32068. Epub 2012 Jun 12.","Xie P","Am J Med Genet B Neuropsychiatr Genet","2012","2012/06/14","PMC3428016","NIHMS390825","10.1002/ajmg.b.32068"
"23062450","[Posttraumatic stress disorder (PTSD) as a consequence of the interaction between an individual genetic susceptibility, a traumatogenic event and a social context]","Auxéméry Y.","Encephale. 2012 Oct;38(5):373-80. doi: 10.1016/j.encep.2011.12.003. Epub 2012 Jan 24.","Auxéméry Y","Encephale","2012","2012/10/16","","","10.1016/j.encep.2011.12.003"
"22495688","Serotonin transporter genotype differentially modulates neural responses to emotional words following tryptophan depletion in patients recovered from depression and healthy volunteers","Roiser JP, Levy J, Fromm SJ, Goldman D, Hodgkinson CA, Hasler G, Sahakian BJ, Drevets WC.","J Psychopharmacol. 2012 Nov;26(11):1434-42. doi: 10.1177/0269881112442789. Epub 2012 Apr 10.","Roiser JP","J Psychopharmacol","2012","2012/04/13","PMC3506165","NIHMS406930","10.1177/0269881112442789"
"22642841","Serotonin transporter gene as a predictor of stress generation in depression","Starr LR, Hammen C, Brennan PA, Najman JM.","J Abnorm Psychol. 2012 Nov;121(4):810-8. doi: 10.1037/a0027952. Epub 2012 May 28.","Starr LR","J Abnorm Psychol","2012","2012/05/31","PMC3743406","NIHMS487185","10.1037/a0027952"
"23034517","5-HTTLPR-environment interplay and its effects on neural reactivity in adolescents","Walsh ND, Dalgleish T, Dunn VJ, Abbott R, St Clair MC, Owens M, Fairchild G, Kerslake WS, Hiscox LV, Passamonti L, Ewbank M, Ban M, Calder AJ, Goodyer IM.","Neuroimage. 2012 Nov 15;63(3):1670-80. doi: 10.1016/j.neuroimage.2012.07.067. Epub 2012 Aug 21.","Walsh ND","Neuroimage","2012","2012/10/05","PMC3480648","","10.1016/j.neuroimage.2012.07.067"
"23188198","ABCB1 polymorphism predicts escitalopram dose needed for remission in major depression","Singh AB, Bousman CA, Ng CH, Byron K, Berk M.","Transl Psychiatry. 2012 Nov 27;2(11):e198. doi: 10.1038/tp.2012.115.","Singh AB","Transl Psychiatry","2012","2012/11/29","PMC3565756","","10.1038/tp.2012.115"
"23269207","A new clinical evidence-based gene-environment interaction model of depression","Bagdy G, Juhasz G, Gonda X.","Neuropsychopharmacol Hung. 2012 Dec;14(4):213-20.","Bagdy G","Neuropsychopharmacol Hung","2012","2012/12/28","","",""
"23411667","5-HTTLPR polymorphism and anxious preoccupation in early breast cancer patients","Schillani G, Era D, Cristante T, Mustacchi G, Richiardi M, Grassi L, Giraldi T.","Radiol Oncol. 2012 Dec;46(4):321-7. doi: 10.2478/v10019-012-0024-0. Epub 2012 Nov 9.","Schillani G","Radiol Oncol","2012","2013/02/16","PMC3572887","","10.2478/v10019-012-0024-0"
"22840619","Star-crossed? The association of the 5-HTTLPR s allele with season of birth in a healthy female population, and possible consequences for temperament, depression and suicide","Gonda X, Fountoulakis KN, Csukly G, Dome P, Sarchiapone M, Laszik A, Bedi K, Juhasz G, Siamouli M, Rudisch T, Molnar E, Pap D, Bagdy G, Rihmer Z.","J Affect Disord. 2012 Dec 20;143(1-3):75-83. doi: 10.1016/j.jad.2012.05.031. Epub 2012 Jul 25.","Gonda X","J Affect Disord","2012","2012/07/31","","","10.1016/j.jad.2012.05.031"
"22921508","Association between serotonin transporter promoter polymorphisms and psychological distress in a diabetic population","Wilhelm K, Gillis I, Reddy J, Mitchell PB, Campbell L, Dobson-Stone C, Pierce KD, Schofield PR.","Psychiatry Res. 2012 Dec 30;200(2-3):343-8. doi: 10.1016/j.psychres.2012.07.008. Epub 2012 Aug 22.","Wilhelm K","Psychiatry Res","2012","2012/08/28","","","10.1016/j.psychres.2012.07.008"
"22672136","Analysis of the normative conditions of oral health, depression and serotonin-transporter-linked promoter region polymorphisms in an elderly population","Mendes DC, Silva TF, Barros Lde O, de Oliveira MV, Vieira LT, Haikal DS, Guimarães AL, De Paula AM.","Geriatr Gerontol Int. 2013 Jan;13(1):98-106. doi: 10.1111/j.1447-0594.2012.00867.x. Epub 2012 Jun 4.","Mendes DC","Geriatr Gerontol Int","2013","2012/06/08","","","10.1111/j.1447-0594.2012.00867.x"
"22847957","Serotonin transporter length polymorphism, childhood maltreatment, and chronic depression: a specific gene-environment interaction","Brown GW, Ban M, Craig TK, Harris TO, Herbert J, Uher R.","Depress Anxiety. 2013 Jan;30(1):5-13. doi: 10.1002/da.21982. Epub 2012 Jul 27.","Brown GW","Depress Anxiety","2013","2012/08/01","","","10.1002/da.21982"
"22885912","Serotonin transporter genotype and function in relation to antidepressant response in Koreans","Myung W, Lim SW, Kim S, Kim H, Chung JW, Seo MY, Kim JW, Carroll BJ, Kim DK.","Psychopharmacology (Berl). 2013 Jan;225(2):283-90. doi: 10.1007/s00213-012-2813-y. Epub 2012 Aug 12.","Myung W","Psychopharmacology (Berl)","2013","2012/08/14","","","10.1007/s00213-012-2813-y"
"22920216","Toward an integration of cognitive and genetic models of risk for depression","Gibb BE, Beevers CG, McGeary JE.","Cogn Emot. 2013;27(2):193-216. doi: 10.1080/02699931.2012.712950. Epub 2012 Aug 24.","Gibb BE","Cogn Emot","2013","2012/08/28","PMC3509244","NIHMS394716","10.1080/02699931.2012.712950"
"23017007","Associations between serotonin transporter polymorphisms and cognitive processing applying the Emo 1-back task","Jonassen R, Foss Haug KB, Endestad T, Bentsen H, Grimholt RM, Landrø NI.","Cogn Emot. 2013;27(3):465-73. doi: 10.1080/02699931.2012.726213. Epub 2012 Sep 27.","Jonassen R","Cogn Emot","2013","2012/09/29","","","10.1080/02699931.2012.726213"
"24286069","Association between Neurocognitive Impairment and the Short Allele of the 5-HTT Promoter Polymorphism in Depression: A Pilot Study","Kalska H, Pesonen U, Lehikoinen S, Stenberg JH, Lipsanen J, Niemi-Pynttäri J, Tuunainen A.","Psychiatry J. 2013;2013:849346. doi: 10.1155/2013/849346. Epub 2012 Dec 18.","Kalska H","Psychiatry J","2013","2013/11/29","PMC3839656","","10.1155/2013/849346"
"22884012","Influence of serotonin transporter promoter variation on the effects of separation from parent/partner on depression","Fandiño-Losada A, Wei Y, Aberg E, Sjöholm LK, Lavebratt C, Forsell Y.","J Affect Disord. 2013 Jan 25;144(3):216-24. doi: 10.1016/j.jad.2012.06.034. Epub 2012 Aug 9.","Fandiño-Losada A","J Affect Disord","2013","2012/08/14","","","10.1016/j.jad.2012.06.034"
"22836288","5-HTTLPR X stress in adolescent depression: moderation by MAOA and gender","Priess-Groben HA, Hyde JS.","J Abnorm Child Psychol. 2013 Feb;41(2):281-94. doi: 10.1007/s10802-012-9672-1.","Priess-Groben HA","J Abnorm Child Psychol","2013","2012/07/28","","","10.1007/s10802-012-9672-1"
"23319313","The long rather than the short allele of 5-HTTLPR predisposes Han Chinese to anxiety and reduced connectivity between prefrontal cortex and amygdala","Long H, Liu B, Hou B, Wang C, Li J, Qin W, Wang D, Zhou Y, Kendrick KM, Yu C, Jiang T.","Neurosci Bull. 2013 Feb;29(1):4-15. doi: 10.1007/s12264-013-1299-x. Epub 2013 Jan 14.","Long H","Neurosci Bull","2013","2013/01/16","PMC5561860","","10.1007/s12264-013-1299-x"
"23392679","Serotonin transporter genotype affects serotonin 5-HT1A binding in primates","Christian BT, Wooten DW, Hillmer AT, Tudorascu DL, Converse AK, Moore CF, Ahlers EO, Barnhart TE, Kalin NH, Barr CS, Schneider ML.","J Neurosci. 2013 Feb 6;33(6):2512-6. doi: 10.1523/JNEUROSCI.4182-12.2013.","Christian BT","J Neurosci","2013","2013/02/09","PMC3711259","NIHMS442926","10.1523/JNEUROSCI.4182-12.2013"
"22840631","Interaction between specific forms of childhood maltreatment and the serotonin transporter gene (5-HTT) in recurrent depressive disorder","Fisher HL, Cohen-Woods S, Hosang GM, Korszun A, Owen M, Craddock N, Craig IW, Farmer AE, McGuffin P, Uher R.","J Affect Disord. 2013 Feb 15;145(1):136-41. doi: 10.1016/j.jad.2012.05.032. Epub 2012 Jul 25.","Fisher HL","J Affect Disord","2013","2012/07/31","PMC3825663","EMS55429","10.1016/j.jad.2012.05.032"
"23236014","Polymorphisms of the serotonin transporter gene and post-stroke depression: a meta-analysis","Mak KK, Kong WY, Mak A, Sharma VK, Ho RC.","J Neurol Neurosurg Psychiatry. 2013 Mar;84(3):322-8. doi: 10.1136/jnnp-2012-303791. Epub 2012 Dec 12.","Mak KK","J Neurol Neurosurg Psychiatry","2013","2012/12/14","","","10.1136/jnnp-2012-303791"
"23349106","Youth genetic vulnerability to maternal depressive symptoms: 5-HTTLPR as moderator of intergenerational transmission effects in a multiwave prospective study","Oppenheimer CW, Hankin BL, Young JF, Smolen A.","Depress Anxiety. 2013 Mar;30(3):190-6. doi: 10.1002/da.22056. Epub 2013 Jan 24.","Oppenheimer CW","Depress Anxiety","2013","2013/01/26","PMC3717260","NIHMS487210","10.1002/da.22056"
"23394411","Association of a serotonin transporter gene polymorphism (5-HTTLPR) and stressful life events with postpartum depressive symptoms: a population-based study","Pinheiro RT, Coelho FM, Silva RA, Pinheiro KA, Oses JP, Quevedo Lde Á, Souza LD, Jansen K, Zimmermann Peruzatto JM, Manfro GG, Giovenardi M, Almeida S, Lucion AB.","J Psychosom Obstet Gynaecol. 2013 Mar;34(1):29-33. doi: 10.3109/0167482X.2012.759555.","Pinheiro RT","J Psychosom Obstet Gynaecol","2013","2013/02/12","","","10.3109/0167482X.2012.759555"
"23510446","Additive effects of 5-HTTLPR (serotonin transporter) and tryptophan hydroxylase 2 G-703T gene polymorphisms on the clinical response to citalopram among children and adolescents with depression and anxiety disorders","Rotberg B, Kronenberg S, Carmel M, Frisch A, Brent D, Zalsman G, Apter A, Weizman A.","J Child Adolesc Psychopharmacol. 2013 Mar;23(2):117-22. doi: 10.1089/cap.2012.0020.","Rotberg B","J Child Adolesc Psychopharmacol","2013","2013/03/21","","","10.1089/cap.2012.0020"
"23518193","Effect of gene, environment and maternal depressive symptoms on pre-adolescence behavior problems - a longitudinal study","Agnafors S, Comasco E, Bladh M, Sydsjö G, Dekeyser L, Oreland L, Svedin CG.","Child Adolesc Psychiatry Ment Health. 2013 Mar 22;7(1):10. doi: 10.1186/1753-2000-7-10.","Agnafors S","Child Adolesc Psychiatry Ment Health","2013","2013/03/23","PMC3615948","","10.1186/1753-2000-7-10"
"23080078","Relational security moderates the effect of serotonin transporter gene polymorphism (5-HTTLPR) on stress generation and depression among adolescents","Starr LR, Hammen C, Brennan PA, Najman JM.","J Abnorm Child Psychol. 2013 Apr;41(3):379-88. doi: 10.1007/s10802-012-9682-z.","Starr LR","J Abnorm Child Psychol","2013","2012/10/20","PMC3568231","NIHMS416357","10.1007/s10802-012-9682-z"
"23303061","Brain-derived neurotrophic factor serum levels and genotype: association with depression during interferon-α treatment","Lotrich FE, Albusaysi S, Ferrell RE.","Neuropsychopharmacology. 2013 May;38(6):985-95. doi: 10.1038/npp.2012.263. Epub 2012 Dec 18.","Lotrich FE","Neuropsychopharmacology","2013","2013/01/11","PMC3629388","","10.1038/npp.2012.263"
"23647137","Depression persistence and serotonin transporter genotype in adolescents under usual care conditions","Kohen R, Myaing MT, Richards J, Zhou C, McCauley EA, Katon W, Richardson LP.","J Child Adolesc Psychopharmacol. 2013 May;23(4):290-4. doi: 10.1089/cap.2011.0137. Epub 2013 May 6.","Kohen R","J Child Adolesc Psychopharmacol","2013","2013/05/08","PMC3657280","","10.1089/cap.2011.0137"
"23663729","No interaction between serotonin transporter gene (5-HTTLPR) polymorphism and adversity on depression among Japanese children and adolescents","Tomoda A, Nishitani S, Matsuura N, Fujisawa TX, Kawatani J, Toyohisa D, Ono M, Shinohara K.","BMC Psychiatry. 2013 May 10;13:134. doi: 10.1186/1471-244X-13-134.","Tomoda A","BMC Psychiatry","2013","2013/05/14","PMC3653806","","10.1186/1471-244X-13-134"
"23683292","Interaction between a serotonin transporter gene promoter region polymorphism and stress predicts depressive symptoms in Chinese adolescents: a multi-wave longitudinal study","Ming QS, Zhang Y, Chai QL, Chen HY, Hou CJ, Wang MC, Wang YP, Cai L, Zhu XZ, Yi JY, Yao SQ.","BMC Psychiatry. 2013 May 17;13:142. doi: 10.1186/1471-244X-13-142.","Ming QS","BMC Psychiatry","2013","2013/05/21","PMC3666904","","10.1186/1471-244X-13-142"
"23562852","Response to citalopram is not associated with SLC6A4 genotype in African-Americans and Caucasians with major depression","Poland RE, Lesser IM, Wan YJ, Gertsik L, Yao J, Raffel LJ, Lin KM, Myers HF.","Life Sci. 2013 May 30;92(20-21):967-70. doi: 10.1016/j.lfs.2013.03.009. Epub 2013 Apr 3.","Poland RE","Life Sci","2013","2013/04/09","PMC3786570","NIHMS463420","10.1016/j.lfs.2013.03.009"
"22899317","Sociodemographic characteristics, clinical factors, and genetic polymorphisms associated with Alzheimer's disease","Bicalho MA, Pimenta FA, Bastos-Rodrigues L, de Oliveira Hansen É, Neves SC, Melo M, Rosa DV, Pedra de Souza R, Marques de Miranda D, Nunes de Moraes E, Romano-Silva MA, De Marco L.","Int J Geriatr Psychiatry. 2013 Jun;28(6):640-6. doi: 10.1002/gps.3875. Epub 2012 Aug 17.","Bicalho MA","Int J Geriatr Psychiatry","2013","2012/08/18","","","10.1002/gps.3875"
"23478048","Negative life stress and longitudinal hippocampal volume changes in older adults with and without depression","Zannas AS, McQuoid DR, Payne ME, Steffens DC, MacFall JR, Ashley-Koch A, Taylor WD.","J Psychiatr Res. 2013 Jun;47(6):829-34. doi: 10.1016/j.jpsychires.2013.02.008. Epub 2013 Mar 8.","Zannas AS","J Psychiatr Res","2013","2013/03/13","PMC3622849","NIHMS449280","10.1016/j.jpsychires.2013.02.008"
"23492930","Interaction between the 5-HTTLPR genotype, impact of stressful life events, and trait neuroticism on depressive symptoms in healthy volunteers","Markus CR.","Psychiatr Genet. 2013 Jun;23(3):108-16. doi: 10.1097/YPG.0b013e32835fe3e1.","Markus CR","Psychiatr Genet","2013","2013/03/16","","","10.1097/YPG.0b013e32835fe3e1"
"23672445","Variants of SLC6A4 in depression risk following severe TBI","Failla MD, Burkhardt JN, Miller MA, Scanlon JM, Conley YP, Ferrell RE, Wagner AK.","Brain Inj. 2013 Jun;27(6):696-706. doi: 10.3109/02699052.2013.775481. Epub 2013 Apr 5.","Failla MD","Brain Inj","2013","2013/05/16","","","10.3109/02699052.2013.775481"
"24130607","Serotonin Transporter Polymorphism (5-HTTLPR) and Citalopram Effectiveness in Iranian Patients with Major Depressive Disorder","Sahraian S, Babashams M, Reza-Soltani P, Najmabadi H, Kahrizi K, Gorgani SH.","Iran J Psychiatry. 2013 Jun;8(2):86-91.","Sahraian S","Iran J Psychiatry","2013","2013/10/17","PMC3796299","",""
"22951355","Contributions of maltreatment and serotonin transporter genotype to depression in childhood, adolescence, and early adulthood","Cutuli JJ, Raby KL, Cicchetti D, Englund MM, Egeland B.","J Affect Disord. 2013 Jul;149(1-3):30-7. doi: 10.1016/j.jad.2012.08.011. Epub 2012 Sep 2.","Cutuli JJ","J Affect Disord","2013","2012/09/07","PMC3548027","NIHMS402605","10.1016/j.jad.2012.08.011"
"23088179","Plasticity genes do not modify associations between physical activity and depressive symptoms","Stavrakakis N, Oldehinkel AJ, Nederhof E, Oude Voshaar RC, Verhulst FC, Ormel J, de Jonge P.","Health Psychol. 2013 Jul;32(7):785-92. doi: 10.1037/a0030111. Epub 2012 Oct 22.","Stavrakakis N","Health Psychol","2013","2012/10/24","","","10.1037/a0030111"
"23766378","Association between promoter methylation of serotonin transporter gene and depressive symptoms: a monozygotic twin study","Zhao J, Goldberg J, Bremner JD, Vaccarino V.","Psychosom Med. 2013 Jul-Aug;75(6):523-9. doi: 10.1097/PSY.0b013e3182924cf4. Epub 2013 Jun 13.","Zhao J","Psychosom Med","2013","2013/06/15","PMC3848698","NIHMS514468","10.1097/PSY.0b013e3182924cf4"
"23788696","Serotonin transporter gene: will epigenetics prove less depressing than genetics?","de Geus EJ, Middeldorp CM.","Psychosom Med. 2013 Jul-Aug;75(6):520-2. doi: 10.1097/PSY.0b013e318298708f. Epub 2013 Jun 20.","de Geus EJ","Psychosom Med","2013","2013/06/22","","","10.1097/PSY.0b013e318298708f"
"23847500","Individual differences in emotion-cognition interactions: emotional valence interacts with serotonin transporter genotype to influence brain systems involved in emotional reactivity and cognitive control","Stollstorff M, Munakata Y, Jensen AP, Guild RM, Smolker HR, Devaney JM, Banich MT.","Front Hum Neurosci. 2013 Jul 4;7:327. doi: 10.3389/fnhum.2013.00327. eCollection 2013.","Stollstorff M","Front Hum Neurosci","2013","2013/07/13","PMC3701233","","10.3389/fnhum.2013.00327"
"23058261","BDNF Val 66 Met and 5-HTTLPR genotype moderate the impact of early psychosocial adversity on plasma brain-derived neurotrophic factor and depressive symptoms: a prospective study","Buchmann AF, Hellweg R, Rietschel M, Treutlein J, Witt SH, Zimmermann US, Schmidt MH, Esser G, Banaschewski T, Laucht M, Deuschle M.","Eur Neuropsychopharmacol. 2013 Aug;23(8):902-9. doi: 10.1016/j.euroneuro.2012.09.003. Epub 2012 Oct 9.","Buchmann AF","Eur Neuropsychopharmacol","2013","2012/10/13","","","10.1016/j.euroneuro.2012.09.003"
"23618376","The interaction between child maltreatment, adult stressful life events and the 5-HTTLPR in major depression","Power RA, Lecky-Thompson L, Fisher HL, Cohen-Woods S, Hosang GM, Uher R, Powell-Smith G, Keers R, Tropeano M, Korszun A, Jones L, Jones I, Owen MJ, Craddock N, Craig IW, Farmer AE, McGuffin P.","J Psychiatr Res. 2013 Aug;47(8):1032-5. doi: 10.1016/j.jpsychires.2013.03.017. Epub 2013 Apr 22.","Power RA","J Psychiatr Res","2013","2013/04/27","","","10.1016/j.jpsychires.2013.03.017"
"23733030","Pharmacogenetics in major depression: a comprehensive meta-analysis","Niitsu T, Fabbri C, Bentini F, Serretti A.","Prog Neuropsychopharmacol Biol Psychiatry. 2013 Aug 1;45:183-94. doi: 10.1016/j.pnpbp.2013.05.011. Epub 2013 Jun 1.","Niitsu T","Prog Neuropsychopharmacol Biol Psychiatry","2013","2013/06/05","","","10.1016/j.pnpbp.2013.05.011"
"23880378","The serotonin transporter linked polymorphic region and brain-derived neurotrophic factor valine to methionine at position 66 polymorphisms and maternal history of depression: associations with cognitive vulnerability to depression in childhood","Hayden EP, Olino TM, Bufferd SJ, Miller A, Dougherty LR, Sheikh HI, Singh SM, Klein DN.","Dev Psychopathol. 2013 Aug;25(3):587-98. doi: 10.1017/S0954579413000035.","Hayden EP","Dev Psychopathol","2013","2013/07/25","PMC3760034","NIHMS508466","10.1017/S0954579413000035"
"23880379","Vulnerability to depression: a moderated mediation model of the roles of child maltreatment, peer victimization, and serotonin transporter linked polymorphic region genetic variation among children from low socioeconomic status backgrounds","Banny AM, Cicchetti D, Rogosch FA, Oshri A, Crick NR.","Dev Psychopathol. 2013 Aug;25(3):599-614. doi: 10.1017/S0954579413000047.","Banny AM","Dev Psychopathol","2013","2013/07/25","PMC3959105","NIHMS553715","10.1017/S0954579413000047"
"23643106","Modulation of amygdala response and connectivity in depression by serotonin transporter polymorphism and diagnosis","Costafreda SG, McCann P, Saker P, Cole JH, Cohen-Woods S, Farmer AE, Aitchison KJ, McGuffin P, Fu CH.","J Affect Disord. 2013 Aug 15;150(1):96-103. doi: 10.1016/j.jad.2013.02.028. Epub 2013 May 2.","Costafreda SG","J Affect Disord","2013","2013/05/07","","","10.1016/j.jad.2013.02.028"
"21967091","Testing bidirectional effects between cannabis use and depressive symptoms: moderation by the serotonin transporter gene","Otten R, Engels RC.","Addict Biol. 2013 Sep;18(5):826-35. doi: 10.1111/j.1369-1600.2011.00380.x. Epub 2011 Oct 4.","Otten R","Addict Biol","2013","2011/10/05","","","10.1111/j.1369-1600.2011.00380.x"
"23571152","Serotonin and interleukin-6: the role of genetic polymorphisms in IFN-induced neuropsychiatric symptoms","Udina M, Moreno-España J, Navinés R, Giménez D, Langohr K, Gratacòs M, Capuron L, de la Torre R, Solà R, Martín-Santos R.","Psychoneuroendocrinology. 2013 Sep;38(9):1803-13. doi: 10.1016/j.psyneuen.2013.03.007. Epub 2013 Apr 6.","Udina M","Psychoneuroendocrinology","2013","2013/04/11","","","10.1016/j.psyneuen.2013.03.007"
"23702251","A longitudinal study of SLC6A4 DNA promoter methylation and poststroke depression","Kim JM, Stewart R, Kang HJ, Kim SW, Shin IS, Kim HR, Shin MG, Kim JT, Park MS, Cho KH, Yoon JS.","J Psychiatr Res. 2013 Sep;47(9):1222-7. doi: 10.1016/j.jpsychires.2013.04.010. Epub 2013 May 20.","Kim JM","J Psychiatr Res","2013","2013/05/25","","","10.1016/j.jpsychires.2013.04.010"
